case_id,brand_name,brand_author_id,latest_customer_tweet_id,brand_reply_tweet_id,created_at,latest_customer_text,historical_brand_reply,conversation_context,source_tweet_ids,context_turn_count,gold_intent,gold_secondary_intent,gold_should_escalate,gold_escalation_reason,gold_reply_notes,labeler,label_version
twcs_1719,AmazonHelp,AmazonHelp,1717,1719,Tue Oct 31 22:40:54 +0000 2017,"@AmazonHelp My package just got here. All good, thank you!","@116087 Thank you for keeping us posted, Rachael! ^BA","CUSTOMER: I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.
BRAND: @116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM
CUSTOMER: @AmazonHelp My package just got here. All good, thank you!",1718|1716|1717|1719,3,other,,false,,"Acknowledge that the package arrived successfully and respond with a brief, polite closing. Avoid introducing unnecessary troubleshooting or claims about the order.",human,v1
twcs_1720,AmazonHelp,AmazonHelp,1722,1720,Tue Oct 31 22:16:51 +0000 2017,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA","CUSTOMER: @116090 I signed up for Prime so I could preorder Battlefront II and get all the bonuses and now cust service is saying I won’t get bonus
CUSTOMER: @116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.",1733|1722|1720,2,prime_subscription,complaint_followup,false,,"Acknowledge the frustration and ask which preorder bonuses are missing, consistent with the historical response. Avoid promising eligibility for the bonuses or making claims about Prime benefits without verifying the specific preorder and promotion.",human,v1
twcs_1723,AmazonHelp,AmazonHelp,1721,1723,Tue Oct 31 22:37:35 +0000 2017,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB","CUSTOMER: @116090 I signed up for Prime so I could preorder Battlefront II and get all the bonuses and now cust service is saying I won’t get bonus
CUSTOMER: @116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.
BRAND: @116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA
CUSTOMER: @AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(",1733|1722|1720|1721|1723,4,prime_subscription,order_issue,true,"Order-specific preorder bonus eligibility needs investigation, including the order date and version purchased. Avoid promising that the customer is eligible for the missing beta or bonus content.","Acknowledge the missing beta and bonus content, ask for the order date and version purchased as in the historical response, and avoid promising eligibility or compensation before verifying the preorder details.",human,v1
twcs_1725,AmazonHelp,AmazonHelp,1724,1725,Tue Oct 31 22:48:50 +0000 2017,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,"CUSTOMER: @116090 I signed up for Prime so I could preorder Battlefront II and get all the bonuses and now cust service is saying I won’t get bonus
CUSTOMER: @116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.
BRAND: @116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA
CUSTOMER: @AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(
BRAND: @116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB
CUSTOMER: @AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..",1733|1722|1720|1721|1723|1724|1725,6,prime_subscription,order_issue,true,Order-specific preorder benefit eligibility needs verification using the item and purchase details. Avoid promising the missing benefits or compensation before checking the order and promotion.,"Acknowledge the customer's preorder and Prime context and ask them to provide the item page, consistent with the historical reply, so the options and eligibility can be reviewed. Avoid promising the preorder benefits or compensation before verification.",human,v1
twcs_1727,AmazonHelp,AmazonHelp,1726,1727,Tue Oct 31 23:05:46 +0000 2017,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,"BRAND: @116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA
CUSTOMER: @AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(
BRAND: @116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB
CUSTOMER: @AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..
BRAND: @116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB
CUSTOMER: @AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help",1720|1721|1723|1724|1725|1726|1727,6,prime_subscription,order_issue,false,,"Acknowledge the product link and explain, based on the historical resolution, that Amazon was not a participating retailer for the bonus content. Provide the relevant participation details if available. Avoid promising the bonus content, eligibility, or compensation.",human,v1
twcs_1734,AmazonHelp,AmazonHelp,1736,1734,Tue Oct 31 22:21:42 +0000 2017,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,CUSTOMER: Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,1736|1734,1,order_issue,prime_subscription,true,"Customer reports counterfeit/fake items and wants to cancel Prime. The order/product issue requires investigation, including whether the item was sold by Amazon or a third-party seller. Avoid confirming that the item is counterfeit or promising a refund/replacement before verification.","Acknowledge the concern and ask whether the item was sold directly by Amazon or by a third-party seller, consistent with the historical response. Address the Prime cancellation request only through supported account steps. Avoid confirming the item is fake or promising a refund/replacement before investigation.",human,v1
twcs_1737,AmazonHelp,AmazonHelp,1735,1737,Tue Oct 31 22:41:11 +0000 2017,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL","CUSTOMER: Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp
BRAND: @116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH
CUSTOMER: @AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.",1736|1734|1735|1737,3,order_issue,complaint_followup,true,Customer reports suspected counterfeit items fulfilled by Amazon and has an unresolved serious complaint requiring real-time investigation. Direct phone/chat support is indicated by the historical response. Avoid confirming the item is counterfeit or promising a refund/replacement before investigation.,"Acknowledge the concern and direct the customer to phone or chat support for real-time investigation, consistent with the historical response. Avoid confirming that the item is counterfeit or making unsupported claims about refunds, replacements, or seller responsibility.",human,v1
twcs_1739,AmazonHelp,AmazonHelp,1741,1739,Tue Oct 31 22:20:43 +0000 2017,@115821 please spend time &amp; money to fix your app. Constant issues with it.,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",CUSTOMER: @115821 please spend time &amp; money to fix your app. Constant issues with it.,1741|1739,1,product_technical_issue,,false,,"Acknowledge the app issues and suggest the supported troubleshooting steps from the historical reply, such as uninstalling/reinstalling the app and power cycling. Avoid assuming the cause or promising that these steps will fix the issue.",human,v1
twcs_1742,AmazonHelp,AmazonHelp,1740,1742,Sat Nov 04 00:53:12 +0000 2017,@AmazonHelp I have. No luck.,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,"CUSTOMER: @115821 please spend time &amp; money to fix your app. Constant issues with it.
BRAND: @116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL
CUSTOMER: @AmazonHelp I have. No luck.",1741|1739|1740|1742,3,product_technical_issue,complaint_followup,false,,"Acknowledge that the troubleshooting did not resolve the issue and ask what error appears when using the app, consistent with the historical reply. Avoid assuming the cause or promising a fix.",human,v1
twcs_1743,AmazonHelp,AmazonHelp,1745,1743,Tue Oct 31 22:30:23 +0000 2017,My Kindle not working properly is breaking my heart! 😩💔,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ",CUSTOMER: My Kindle not working properly is breaking my heart! 😩💔,1745|1743,1,product_technical_issue,,false,,"Acknowledge the Kindle problem and ask the customer to describe what is happening, consistent with the historical reply. Avoid assuming the cause or promising a specific fix before getting more details.",human,v1
twcs_1746,AmazonHelp,AmazonHelp,1744,1746,Tue Oct 31 22:50:15 +0000 2017,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,"CUSTOMER: My Kindle not working properly is breaking my heart! 😩💔
BRAND: @116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ
CUSTOMER: @AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.",1745|1743|1744|1746,3,account_issue,product_technical_issue,false,,"Acknowledge the registration issue and explain that the Kindle may need to be deregistered from the old account, consistent with the historical response. Provide the supported deregistration guidance. Avoid asking for passwords or other sensitive account information.",human,v1
twcs_1747,AmazonHelp,AmazonHelp,1748,1747,Tue Oct 31 22:07:19 +0000 2017,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",CUSTOMER: @AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,1748|1747,1,delivery_issue,,true,"The delivery appears to show the wrong location and the package cannot be located. The customer also shared an image containing a tracking number, so order-specific investigation and secure support are needed. Avoid promising the package location, refund, or replacement.","Acknowledge that the delivery location shown does not match the customer's apartment and direct them to supported order-specific assistance. Advise removing the image because it contains the tracking number, consistent with the historical response. Avoid repeating or requesting sensitive tracking information publicly or promising a refund/replacement.",human,v1
twcs_1749,AmazonHelp,AmazonHelp,1748,1749,Tue Oct 31 22:07:19 +0000 2017,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2),CUSTOMER: @AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,1748|1749,1,delivery_issue,,true,"The delivery appears to be at the wrong location and the customer cannot locate the package. Order-specific details are needed to investigate the delivery issue. Avoid promising the package location, refund, or replacement.","Acknowledge that the delivery location appears incorrect and direct the customer to provide the requested order details through the supported form, consistent with the historical response. Avoid asking them to post tracking or other sensitive information publicly or promising a refund/replacement.",human,v1
twcs_1750,AmazonHelp,AmazonHelp,1752,1750,Tue Oct 31 22:06:28 +0000 2017,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,"CUSTOMER: This is the Japanese vampire book I blurbed. Different, touching, and perfectly constructed. https://t.co/lZAfyKtMpe
CUSTOMER: @116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg",1753|1752|1750,2,order_issue,return_cancellation,false,,Acknowledge that the customer received an incorrect item and provide the supported return/replacement options from the historical response. Avoid promising a specific replacement or refund before eligibility is confirmed.,human,v1
twcs_2532,AmazonHelp,AmazonHelp,2533,2532,Tue Oct 31 15:52:42 +0000 2017,"@AmazonHelp 先日教えていただいたように、fireTVstickとルーターの両方を再起動してみたら、前回のようには途切れなくなりました！ありがとうございます😊今の所大丈夫ですが、あとは72時間TV当日に接続が切れてしまわないように祈るのみです...。
お礼と報告まで。 https://t.co/hS5VmxuIfX",@116312 わざわざご連絡をいただき、ありがとうございます。問題が改善されたようで、何よりでございます。万が一再度お困りのことがございましたら、ご遠慮なくお知らせください🙏 YM,"BRAND: @116312 アマゾンです。お困りの状況が特定できないのですが、エラーメッセージや画面の状況、操作方法など詳しい状況を教えていただけますか。ご利用端末はテレビですかPS4などのゲーム機でしょうか。ET
CUSTOMER: @AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。
BRAND: @116312 かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。https://t.co/mUMGYDqPEM
改善しない場合、カスタマーサービスにお知らせください。https://t.co/NtNAX37Sr4 ET https://t.co/kp0Ug6rMsZ
CUSTOMER: @AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！
BRAND: @116312 こちらこそリプライいただきありがとうございます！ご様子を見ていただき、改善されない場合、お早目にカスタマーサービスにご連絡いただければと存じます。よろしくお願いいたします m(_ _)m HM
CUSTOMER: @AmazonHelp 先日教えていただいたように、fireTVstickとルーターの両方を再起動してみたら、前回のようには途切れなくなりました！ありがとうございます😊今の所大丈夫ですが、あとは72時間TV当日に接続が切れてしまわないように祈るのみです...。
お礼と報告まで。 https://t.co/hS5VmxuIfX",2538|2537|2536|2535|2534|2533|2532,6,product_technical_issue,,false,,"Acknowledge the customer's update and thank them for letting Amazon know the issue improved. Respond with a brief, polite closing and invite them to contact support again if the problem returns. Avoid introducing new troubleshooting or claiming the issue is permanently resolved.",human,v1
twcs_2534,AmazonHelp,AmazonHelp,2535,2534,Sun Oct 29 11:43:59 +0000 2017,@AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！,@116312 こちらこそリプライいただきありがとうございます！ご様子を見ていただき、改善されない場合、お早目にカスタマーサービスにご連絡いただければと存じます。よろしくお願いいたします m(_ _)m HM,"CUSTOMER: 「#72時間ホンネテレビ」をFire TV Stickで観よう。11/2 21時からAbemaTVで生放送。Fire TV Stickなら、大画面で楽しめます。Prime Nowにて、500円OFFキャンペーン実施中(エリア限定)。https://t.co/B8u1j1MVBu https://t.co/guqfbltFj1
CUSTOMER: @116313 fire TV stickを購入したのですが一瞬しかうつりません.°(ಗдಗ。)°.どうしたらいいのでしょうか...
BRAND: @116312 アマゾンです。お困りの状況が特定できないのですが、エラーメッセージや画面の状況、操作方法など詳しい状況を教えていただけますか。ご利用端末はテレビですかPS4などのゲーム機でしょうか。ET
CUSTOMER: @AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。
BRAND: @116312 かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。https://t.co/mUMGYDqPEM
改善しない場合、カスタマーサービスにお知らせください。https://t.co/NtNAX37Sr4 ET https://t.co/kp0Ug6rMsZ
CUSTOMER: @AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！",2540|2539|2538|2537|2536|2535|2534,6,other,,false,,Acknowledge the customer's thanks and confirm that they can contact customer service if the troubleshooting does not resolve the Fire TV Stick issue. Avoid introducing unsupported troubleshooting steps or claiming the issue is resolved.,human,v1
twcs_2536,AmazonHelp,AmazonHelp,2537,2536,Sun Oct 29 09:14:12 +0000 2017,"@AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。","@116312 かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。https://t.co/mUMGYDqPEM
改善しない場合、カスタマーサービスにお知らせください。https://t.co/NtNAX37Sr4 ET https://t.co/kp0Ug6rMsZ","CUSTOMER: 「#72時間ホンネテレビ」をFire TV Stickで観よう。11/2 21時からAbemaTVで生放送。Fire TV Stickなら、大画面で楽しめます。Prime Nowにて、500円OFFキャンペーン実施中(エリア限定)。https://t.co/B8u1j1MVBu https://t.co/guqfbltFj1
CUSTOMER: @116313 fire TV stickを購入したのですが一瞬しかうつりません.°(ಗдಗ。)°.どうしたらいいのでしょうか...
BRAND: @116312 アマゾンです。お困りの状況が特定できないのですが、エラーメッセージや画面の状況、操作方法など詳しい状況を教えていただけますか。ご利用端末はテレビですかPS4などのゲーム機でしょうか。ET
CUSTOMER: @AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。",2540|2539|2538|2537|2536,4,product_technical_issue,,false,,"Acknowledge the Fire TV Stick Wi-Fi disconnection issue and recommend restarting the device, router, and modem as in the historical response. If the issue persists, direct the customer to customer service. Avoid assuming the cause or promising that the restart will fix it.",human,v1
twcs_2538,AmazonHelp,AmazonHelp,2539,2538,Sun Oct 29 08:50:17 +0000 2017,@116313 fire TV stickを購入したのですが一瞬しかうつりません.°(ಗдಗ。)°.どうしたらいいのでしょうか...,@116312 アマゾンです。お困りの状況が特定できないのですが、エラーメッセージや画面の状況、操作方法など詳しい状況を教えていただけますか。ご利用端末はテレビですかPS4などのゲーム機でしょうか。ET,"CUSTOMER: 「#72時間ホンネテレビ」をFire TV Stickで観よう。11/2 21時からAbemaTVで生放送。Fire TV Stickなら、大画面で楽しめます。Prime Nowにて、500円OFFキャンペーン実施中(エリア限定)。https://t.co/B8u1j1MVBu https://t.co/guqfbltFj1
CUSTOMER: @116313 fire TV stickを購入したのですが一瞬しかうつりません.°(ಗдಗ。)°.どうしたらいいのでしょうか...",2540|2539|2538,2,product_technical_issue,,false,,"Acknowledge the Fire TV Stick display problem and ask for details about what is happening, including the error message or screen behavior and the device being used, consistent with the historical response. Avoid assuming the cause or promising a specific fix before getting more information.",human,v1
twcs_2542,AmazonHelp,AmazonHelp,2544,2542,Tue Oct 31 22:50:14 +0000 2017,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,@116314 How long has it been since you've e-mailed the seller? ^TR,"CUSTOMER: @AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks
BRAND: @116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG
CUSTOMER: @AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.
BRAND: @116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG
CUSTOMER: @AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.",2549|2548|2547|2546|2544|2542,5,delivery_issue,,true,"The order is overdue and has no useful Royal Mail tracking information. The customer has already contacted the seller, so further order-specific follow-up is needed. Avoid promising a delivery date, refund, or replacement.","Acknowledge the missing delivery/tracking information and ask how long ago the seller was contacted, consistent with the historical response. Avoid promising a delivery date or refund/replacement without order-specific verification.",human,v1
twcs_2545,AmazonHelp,AmazonHelp,2543,2545,Tue Oct 31 23:17:22 +0000 2017,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item","@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN","BRAND: @116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG
CUSTOMER: @AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.
BRAND: @116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG
CUSTOMER: @AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.
BRAND: @116314 How long has it been since you've e-mailed the seller? ^TR
CUSTOMER: @AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item",2548|2547|2546|2544|2542|2543|2545,6,delivery_issue,,false,,"Acknowledge that the seller was contacted just now and advise allowing 48 hours for the seller to respond, consistent with the historical reply. Avoid promising a delivery date, refund, or replacement before the seller responds.",human,v1
twcs_2546,AmazonHelp,AmazonHelp,2547,2546,Tue Oct 31 20:19:21 +0000 2017,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,"CUSTOMER: @AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks
BRAND: @116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG
CUSTOMER: @AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.",2549|2548|2547|2546,3,delivery_issue,,false,,"Acknowledge that the item was dispatched but has not received further updates, and ask the customer to check/provide the current tracking status, consistent with the historical response. Avoid promising a delivery date, refund, or replacement.",human,v1
twcs_2548,AmazonHelp,AmazonHelp,2549,2548,Tue Oct 31 19:24:59 +0000 2017,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,"CUSTOMER: @AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",2549|2548,1,delivery_issue,,false,,"Acknowledge that the order has not arrived by the expected date and ask whether the customer received an email regarding the order, consistent with the historical response. Avoid promising a delivery date, refund, or replacement.",human,v1
twcs_2550,AmazonHelp,AmazonHelp,2551,2550,Tue Oct 31 22:47:18 +0000 2017,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","@116315 Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS","CUSTOMER: @116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?
BRAND: @116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW
CUSTOMER: @AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.",2553|2552|2551|2550,3,other,,false,,"Respond in the customer's preferred language if appropriate and explain the supported book-category selection for finding German-language books, consistent with the historical response. Avoid inventing additional search or filtering features.",human,v1
twcs_2552,AmazonHelp,AmazonHelp,2553,2552,Tue Oct 31 17:07:01 +0000 2017,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW","CUSTOMER: @116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?",2553|2552,1,other,,false,,"Acknowledge the question and respond in the customer's preferred language. Provide the supported book-category guidance for finding German-language books if available, without inventing unsupported search/filter features.",human,v1
twcs_2554,AmazonHelp,AmazonHelp,2556,2554,Tue Oct 31 22:51:14 +0000 2017,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE","CUSTOMER: @AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?
BRAND: @116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB
CUSTOMER: @AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.",2559|2558|2556|2554,3,delivery_issue,,false,,"Acknowledge the late same-day delivery and note, consistent with the historical response, that carriers can deliver until 8 PM and the customer should keep support updated. Avoid promising that the package will arrive by a specific time.",human,v1
twcs_2557,AmazonHelp,AmazonHelp,2555,2557,Wed Nov 01 01:55:49 +0000 2017,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA,"CUSTOMER: @AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?
BRAND: @116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB
CUSTOMER: @AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.
BRAND: @116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE
CUSTOMER: @AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays",2559|2558|2556|2554|2555|2557,5,delivery_issue,complaint_followup,true,"Acknowledge that the package still has not arrived after the expected delivery time and that the customer received no delay notification. Direct them to the supported contact channel for order-specific investigation, consistent with the historical reply. Avoid promising a new delivery time, refund, or replacement.","Acknowledge that the package still has not arrived after the expected delivery time and that the customer received no delay notification. Direct them to the supported contact channel for order-specific investigation, consistent with the historical reply. Avoid promising a new delivery time, refund, or replacement.",human,v1
twcs_2558,AmazonHelp,AmazonHelp,2559,2558,Tue Oct 31 22:18:10 +0000 2017,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?",@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,"CUSTOMER: @AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?",2559|2558,1,order_issue,,false,,"Acknowledge the request for help and ask the customer to provide more details about the same-day order issue, consistent with the historical response. Avoid assuming the issue is a late delivery or promising a specific resolution.",human,v1
twcs_2560,AmazonHelp,AmazonHelp,2561,2560,Tue Oct 31 21:26:14 +0000 2017,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,"@116318  We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B
 ^CC",CUSTOMER: Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,2561|2560,1,refund_payment,,true,"The refund amount does not match the customer's original purchase price and requires order-specific refund investigation. Direct the customer to the supported support channel, consistent with the historical reply. Avoid promising a specific refund amount or outcome.",Acknowledge the customer's concern about receiving only £1.67 back from a £5.99 purchase and direct them to the supported support channel so the refund can be investigated. Avoid assuming why the refund amount differs or promising a correction/refund.,human,v1
twcs_2564,AmazonHelp,AmazonHelp,2565,2564,Tue Oct 31 22:36:21 +0000 2017,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,"@116319 I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options. ^SJ",CUSTOMER: @AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,2565|2564,1,delivery_issue,,true,"The order has not arrived and requires order-specific investigation. Direct the customer to the supported support channel, consistent with the historical reply. Avoid promising a delivery date, refund, or replacement.","Acknowledge that the order has not arrived and direct the customer to the supported support channel so available options can be investigated, consistent with the historical reply. Avoid promising a specific delivery date, refund, or replacement.",human,v1
twcs_2566,AmazonHelp,AmazonHelp,2568,2566,Tue Oct 31 22:40:57 +0000 2017,"Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ","CUSTOMER: Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?",2568|2566,1,delivery_issue,,false,,"Acknowledge the customer's concern about the Prime 2-day delivery taking longer than expected and explain, consistent with the historical response, that some items may have longer processing times. Avoid promising a specific delivery date or assuming a holiday is the cause.",human,v1
